#	top	0.001
08578517	_derivationally_related_form	02661574
13559782	_synset_domain_topic_of	06037666
02743020	_derivationally_related_form	02152212
09756637	_derivationally_related_form	05958208
00929839	_derivationally_related_form	05920791
02478059	_derivationally_related_form	14455700
01360571	_hypernym	01463963
00957679	_hypernym	00983824
00459498	_derivationally_related_form	00555648
13743869	_synset_domain_topic_of	00490569
13247554	_derivationally_related_form	02550868
00263947	_derivationally_related_form	01696135
09029457	_has_part	09170788
02544191	_derivationally_related_form	00231567
01141841	_derivationally_related_form	00802946
07203696	_derivationally_related_form	00075135
09407043	_derivationally_related_form	00025654
04402984	_hypernym	04594489
09863936	_derivationally_related_form	00409281
10686073	_hypernym	10677713
00514871	_derivationally_related_form	15068436
02516594	_derivationally_related_form	09758643
11909048	_hypernym	11565385
00005526	_derivationally_related_form	00835501
00181664	_derivationally_related_form	08632423
00079212	_derivationally_related_form	02207890
03161450	_derivationally_related_form	02191311
01006239	_derivationally_related_form	04155310
05517837	_derivationally_related_form	00379774
00836788	_derivationally_related_form	01198779
01305361	_derivationally_related_form	08640111
00211108	_derivationally_related_form	14779796
01259691	_derivationally_related_form	09222051
07075172	_member_of_domain_usage	05921685
00518395	_derivationally_related_form	01208291
02923745	_derivationally_related_form	09684609
09044862	_member_of_domain_region	08168531
05832264	_derivationally_related_form	02678438
00346296	_hypernym	00191142
08920381	_instance_hypernym	09203827
13894434	_derivationally_related_form	02081946
13898315	_derivationally_related_form	00483466
04236001	_hypernym	03895866
00674562	_synset_domain_topic_of	06054700
07184735	_derivationally_related_form	00774817
01513430	_hypernym	00173338
06511874	_derivationally_related_form	00699626
09075329	_instance_hypernym	08638442
00624967	_derivationally_related_form	05923696
01209678	_derivationally_related_form	04946553
01964367	_derivationally_related_form	00343334
03804311	_hypernym	02832168
00082870	_derivationally_related_form	02381726
00603298	_derivationally_related_form	00611433
00830257	_hypernym	00030358
08133189	_hypernym	08337324
10351625	_derivationally_related_form	00614999
00426958	_derivationally_related_form	10746346
01258302	_derivationally_related_form	10276045
00399074	_derivationally_related_form	13456567
09284015	_hypernym	07941945
05302899	_hypernym	05303402
02595662	_derivationally_related_form	01964367
03525252	_derivationally_related_form	01301410
03017168	_derivationally_related_form	02182342
05349659	_hypernym	05333777
00941974	_derivationally_related_form	01311103
01437888	_derivationally_related_form	00122338
13449156	_synset_domain_topic_of	06071426
00774641	_derivationally_related_form	07122118
01238204	_derivationally_related_form	07396945
08277805	_derivationally_related_form	09759311
01577635	_derivationally_related_form	03970156
00944449	_derivationally_related_form	02690093
01133281	_derivationally_related_form	02436349
01309701	_derivationally_related_form	03996416
13810818	_derivationally_related_form	02835654
00317888	_verb_group	00235110
07733217	_hypernym	07709333
01262574	_derivationally_related_form	01261018
00548802	_derivationally_related_form	01723690
02887209	_derivationally_related_form	01219993
04505470	_hypernym	03614007
00492310	_hypernym	01534147
04037625	_has_part	04336645
00200397	_derivationally_related_form	06427831
10257221	_derivationally_related_form	02421374
14863521	_derivationally_related_form	02083087
00339085	_derivationally_related_form	03141702
09260907	_derivationally_related_form	01740608
09439433	_member_meronym	09381480
02738535	_hypernym	03001627
00489496	_derivationally_related_form	14437134
00120515	_derivationally_related_form	01967205
01466978	_derivationally_related_form	09758781
04046810	_derivationally_related_form	01954559
07358060	_derivationally_related_form	01350699
00644066	_derivationally_related_form	05783940
00305537	_derivationally_related_form	14063633
00483656	_derivationally_related_form	06863751
04418818	_has_part	04013362
10419047	_derivationally_related_form	02661252
15229408	_synset_domain_topic_of	08083599
07390400	_derivationally_related_form	02185988
01083077	_derivationally_related_form	01378556
05600637	_has_part	05367341
00511855	_derivationally_related_form	09282724
08647457	_derivationally_related_form	00455529
02302817	_derivationally_related_form	07248653
02067689	_derivationally_related_form	13482330
09891470	_derivationally_related_form	01947543
00452220	_derivationally_related_form	11454591
13464820	_derivationally_related_form	00251064
01612084	_derivationally_related_form	03679986
01169589	_synset_domain_topic_of	00015388
15249799	_hypernym	15157225
01609953	_verb_group	01424948
03895866	_hypernym	02959942
09172480	_instance_hypernym	08574314
00095377	_derivationally_related_form	13487207
01556346	_derivationally_related_form	09410928
15031705	_hypernym	15030481
00535844	_similar_to	00535452
10618342	_hypernym	10439851
02225739	_hypernym	02327200
13771828	_derivationally_related_form	13771404
05258985	_hypernym	05256862
01672607	_also_see	00485711
05651068	_hypernym	00023271
01576165	_derivationally_related_form	08629199
00644372	_also_see	01866535
14794823	_hypernym	14850483
02698036	_hypernym	03740161
01897779	_hypernym	01708676
04184701	_derivationally_related_form	00338071
03113152	_hypernym	04447443
08184217	_derivationally_related_form	02714974
14717275	_hypernym	14822563
02766320	_hypernym	03405725
02102796	_also_see	00191603
10257524	_hypernym	09774783
02342132	_verb_group	02752931
06717170	_member_of_domain_usage	09718652
07152259	_hypernym	07151380
07183660	_hypernym	07183151
01889610	_derivationally_related_form	00347652
02339413	_hypernym	02327200
03592245	_hypernym	03111690
02769748	_hypernym	02773037
00346693	_derivationally_related_form	00138508
02465414	_hypernym	05297523
06717170	_member_of_domain_usage	09680657
03771443	_derivationally_related_form	02631594
00999245	_hypernym	00407535
01115162	_derivationally_related_form	02727883
05824739	_hypernym	05823932
01268112	_derivationally_related_form	10765189
04433185	_hypernym	03106110
07408796	_hypernym	07308563
01589056	_derivationally_related_form	13911872
09625789	_hypernym	00007846
06973610	_derivationally_related_form	03075191
08064130	_derivationally_related_form	01129876
06468818	_hypernym	06468951
11495041	_derivationally_related_form	00403609
07437575	_hypernym	07436986
00555447	_derivationally_related_form	07359599
07943480	_hypernym	07942152
10120671	_hypernym	10053808
10382825	_hypernym	10340312
00337234	_derivationally_related_form	09258715
02582615	_hypernym	02367363
07425011	_hypernym	07296428
01103614	_derivationally_related_form	00967625
02140033	_derivationally_related_form	00522537
13555446	_hypernym	00029677
01624633	_also_see	01716491
05722868	_derivationally_related_form	02123298
08549070	_derivationally_related_form	00171852
01022420	_hypernym	00634472
02465693	_derivationally_related_form	02120451
10421470	_hypernym	10165109
07433145	_hypernym	07406765
01194483	_derivationally_related_form	04662951
00103619	_hypernym	00281101
01546349	_synset_domain_topic_of	06084469
02767308	_derivationally_related_form	01253060
10369528	_hypernym	09617867
00342980	_hypernym	00339934
13495636	_synset_domain_topic_of	06055946
00383606	_hypernym	00376063
09973490	_hypernym	09991026
07181043	_hypernym	07180787
03335030	_derivationally_related_form	01091427
02692686	_derivationally_related_form	01257145
00116376	_derivationally_related_form	01974062
01912159	_derivationally_related_form	09387222
06356755	_hypernym	06355894
08729094	_instance_hypernym	02947212
00829378	_hypernym	00817680
07171940	_hypernym	07170753
06524935	_hypernym	06770275
02958343	_has_part	02761834
01734929	_hypernym	01734502
04073669	_hypernym	04157320
09826074	_hypernym	09821253
02599939	_derivationally_related_form	08274923
03779370	_derivationally_related_form	01697027
09433952	_derivationally_related_form	00243900
11665781	_member_meronym	12778926
01635056	_hypernym	01634424
00838816	_hypernym	00838367
01131197	_derivationally_related_form	07208000
09189411	_has_part	08946187
10285762	_hypernym	09633969
11798270	_hypernym	13118707
12556307	_hypernym	11747468
01612084	_hypernym	01494310
01918803	_hypernym	01904930
anomaly:	01689379	_derivationally_related_form	01276361
00429968	_hypernym	00441445
01606018	_derivationally_related_form	00814458
09237076	_has_part	09187407
00662589	_derivationally_related_form	05825245
00548326	_derivationally_related_form	01714208
07778938	_hypernym	07775905
00299580	_derivationally_related_form	01027263
01518047	_hypernym	01617192
08357529	_hypernym	08164585
11614250	_hypernym	11608250
00119568	_derivationally_related_form	01963942
00939277	_hypernym	00831651
03214051	_hypernym	03740161
01557774	_hypernym	00109660
03561657	_derivationally_related_form	02689146
06733227	_synset_domain_topic_of	06163751
09819291	_derivationally_related_form	06097775
11173199	_instance_hypernym	09868270
12752205	_hypernym	13109733
02566227	_hypernym	02566528
06021761	_hypernym	06021499
08192970	_has_part	08194546
13005568	_hypernym	11592146
00635794	_derivationally_related_form	00575365
03257586	_derivationally_related_form	01693881
05150129	_derivationally_related_form	02123812
13499165	_hypernym	13475538
02191273	_hypernym	02190166
03063073	_hypernym	03147509
00295346	_derivationally_related_form	10733117
00913795	_hypernym	00913065
02386675	_hypernym	02339413
09693618	_hypernym	09692624
06021761	_synset_domain_topic_of	06018465
01209135	_hypernym	00137313
02669081	_derivationally_related_form	05092635
15292069	_derivationally_related_form	01076615
01643255	_hypernym	01639765
01884126	_hypernym	01835496
01775879	_member_meronym	01779629
10812800	_instance_hypernym	09987239
01988755	_derivationally_related_form	11445395
01835769	_hypernym	01835276
15203229	_hypernym	15113229
02548710	_derivationally_related_form	01209220
00789448	_hypernym	00790703
01723224	_hypernym	01712704
01767163	_derivationally_related_form	04711435
05127640	_hypernym	05125377
06379094	_hypernym	07035870
02120692	_member_meronym	02121234
11864906	_hypernym	11575425
02613275	_derivationally_related_form	01028655
08779504	_has_part	08780282
00022686	_derivationally_related_form	04320126
04101701	_hypernym	04574999
12838027	_member_meronym	12861139
12169776	_member_meronym	12182858
02126686	_hypernym	02125641
06304671	_hypernym	06284225
10098710	_hypernym	10533013
00213794	_derivationally_related_form	02950018
00558883	_derivationally_related_form	02525312
02434541	_hypernym	02469835
08595054	_hypernym	08594286
01507134	_derivationally_related_form	01071411
02501278	_derivationally_related_form	06551784
06473168	_hypernym	06470073
01544208	_hypernym	01542786
06717170	_member_of_domain_usage	10228864
08279298	_derivationally_related_form	09759069
02653159	_derivationally_related_form	03679384
05667613	_derivationally_related_form	00981083
02191311	_derivationally_related_form	03802973
01582220	_hypernym	01578575
01066775	_hypernym	00941990
02485451	_derivationally_related_form	01164874
14757547	_derivationally_related_form	00198213
00121166	_derivationally_related_form	01951480
12236160	_hypernym	13112664
09382990	_has_part	08836329
02526934	_hypernym	02526085
01584450	_hypernym	00142191
02179279	_hypernym	02176268
12119238	_hypernym	12102133
01664369	_hypernym	01663401
01998920	_hypernym	01759182
01767163	_derivationally_related_form	05832264
06345566	_hypernym	06344461
05645597	_derivationally_related_form	00439588
00914343	_hypernym	00913705
07137950	_hypernym	07138085
02335629	_derivationally_related_form	03130340
10388924	_hypernym	09882007
01524885	_member_meronym	01582625
05250659	_derivationally_related_form	01933900
01330093	_derivationally_related_form	03863442
11714618	_hypernym	11564258
01164874	_derivationally_related_form	02485451
07772413	_hypernym	07737081
11980867	_hypernym	11579418
00711550	_hypernym	01639714
08564307	_has_part	09099526
11856055	_hypernym	11573660
06295235	_member_of_domain_usage	03324928
12199030	_hypernym	11575425
09757653	_hypernym	09629752
13303315	_derivationally_related_form	02351010
00044797	_derivationally_related_form	10033225
01408958	_hypernym	01405044
15293590	_derivationally_related_form	01097192
12626030	_member_meronym	12628356
08340153	_member_meronym	08140767
00150287	_derivationally_related_form	13427078
04384406	_hypernym	03169390
00372448	_derivationally_related_form	01575675
09114696	_has_part	09115315
10583387	_derivationally_related_form	08374049
02757828	_hypernym	02756558
01621555	_derivationally_related_form	08060446
06862562	_hypernym	06814870
01394901	_member_meronym	01396170
09798811	_synset_domain_topic_of	06453849
00057665	_derivationally_related_form	10734394
09684609	_derivationally_related_form	02923745
00428870	_derivationally_related_form	13776137
00266586	_hypernym	00140123
06528992	_derivationally_related_form	00672017
12251278	_hypernym	12205694
00869126	_derivationally_related_form	07181935
10162991	_derivationally_related_form	02729023
08946187	_has_part	08946715
02911332	_derivationally_related_form	01245637
01657254	_hypernym	01656788
01307389	_derivationally_related_form	03955296
06636259	_hypernym	06634376
06335532	_hypernym	06333653
02801823	_hypernym	03513376
12157276	_member_meronym	12166312
08764561	_instance_hypernym	09203827
11669921	_hypernym	11665372
12900148	_member_meronym	12901264
08847694	_has_part	09167767
08046346	_synset_domain_topic_of	00759694
01428580	_hypernym	02528163
03733925	_hypernym	03574816
04579986	_synset_domain_topic_of	00503237
07518132	_hypernym	07516354
04787530	_hypernym	04723816
anomaly:	04441528	_instance_hypernym	03497657
05125377	_derivationally_related_form	02690384
12202352	_hypernym	11565385
anomaly:	08766988	_member_of_domain_region	15222686
06682290	_hypernym	06681551
03790512	_derivationally_related_form	01935476
13574452	_derivationally_related_form	00093775
01889610	_derivationally_related_form	04183329
06768901	_hypernym	06722453
12838027	_member_meronym	12846143
00219012	_derivationally_related_form	00716945
10047199	_derivationally_related_form	00101800
11732052	_hypernym	12205694
anomaly:	02000868	_derivationally_related_form	00320486
01957335	_hypernym	01956481
08913434	_has_part	08918944
12359734	_hypernym	11565385
01703613	_hypernym	01702514
09422294	_instance_hypernym	09468604
08506932	_synset_domain_topic_of	06453849
00162632	_derivationally_related_form	00699815
05513529	_has_part	05515287
04647826	_hypernym	04646548
08132637	_derivationally_related_form	02387486
02169352	_derivationally_related_form	05703429
15227846	_has_part	15234764
10399491	_derivationally_related_form	02539788
anomaly:	05491993	_member_of_domain_region	05476915
11600671	_hypernym	11553763
07341860	_synset_domain_topic_of	03082979
02629410	_derivationally_related_form	02722458
01941987	_synset_domain_topic_of	00300441
02298541	_hypernym	02283201
13956488	_derivationally_related_form	02460502
00785962	_derivationally_related_form	00633864
01336635	_derivationally_related_form	04453910
12169776	_member_meronym	12182414
08773336	_instance_hypernym	08524735
10665698	_derivationally_related_form	02387486
00914769	_derivationally_related_form	01068184
02233577	_member_meronym	02234719
02515214	_similar_to	02513740
11566230	_hypernym	11562747
10150794	_derivationally_related_form	00672433
04417809	_synset_domain_topic_of	07006119
00947077	_derivationally_related_form	15268857
00712135	_derivationally_related_form	06749881
12109827	_hypernym	12141495
05081300	_derivationally_related_form	02142775
00147595	_derivationally_related_form	01296462
02551602	_derivationally_related_form	03109399
08927186	_has_part	09263619
01910373	_derivationally_related_form	00867357
04026813	_hypernym	02834778
10399299	_derivationally_related_form	00893167
02992529	_derivationally_related_form	00789934
00550117	_derivationally_related_form	00196084
00970732	_derivationally_related_form	06674542
04677514	_derivationally_related_form	00142191
06845599	_member_of_domain_usage	03195118
06851742	_member_of_domain_usage	02731629
00190023	_derivationally_related_form	00390198
05755883	_derivationally_related_form	00599992
01731353	_derivationally_related_form	06867675
00859604	_derivationally_related_form	07551052
03905540	_derivationally_related_form	01442203
05785067	_derivationally_related_form	00812580
00753428	_derivationally_related_form	06513366
06851742	_member_of_domain_usage	02830596
08096624	_member_meronym	08097072
02393489	_derivationally_related_form	00196485
00565081	_verb_group	00565279
09027460	_instance_hypernym	08552138
01110274	_derivationally_related_form	02260362
12223160	_hypernym	13104059
01531265	_derivationally_related_form	06855207
00272683	_derivationally_related_form	13463255
01114475	_synset_domain_topic_of	00503237
08372574	_hypernym	07969695
08134807	_hypernym	08123167
00212065	_derivationally_related_form	02264397
02063516	_hypernym	01862557
04444749	_hypernym	04014297
04143140	_hypernym	03277771
01205827	_derivationally_related_form	00764902
07819480	_hypernym	07810907
00434075	_derivationally_related_form	00100235
06784639	_derivationally_related_form	01831308
00889472	_hypernym	00887081
01396170	_hypernym	01388130
00868196	_derivationally_related_form	00066191
02262139	_derivationally_related_form	06471345
00565279	_derivationally_related_form	14730553
01778017	_derivationally_related_form	10198437
07203126	_derivationally_related_form	00717045
02840619	_derivationally_related_form	01207951
09848489	_derivationally_related_form	00721098
07169480	_derivationally_related_form	09943811
00195342	_derivationally_related_form	08632423
05704694	_derivationally_related_form	00722232
01472939	_hypernym	05515670
01725051	_synset_domain_topic_of	07020895
00218208	_derivationally_related_form	00311338
02758960	_derivationally_related_form	00062582
02502916	_derivationally_related_form	00205349
01787106	_derivationally_related_form	07516354
08550076	_derivationally_related_form	02143539
01228877	_derivationally_related_form	02457233
00760956	_derivationally_related_form	09803429
01449974	_derivationally_related_form	04474035
14498096	_derivationally_related_form	00426608
15108087	_hypernym	14971519
08723006	_has_part	08728066
10266486	_derivationally_related_form	01749394
10187842	_hypernym	10476671
08131530	_has_part	08396207
04046810	_derivationally_related_form	01936537
00874067	_derivationally_related_form	00971650
08888676	_has_part	08889657
04155310	_derivationally_related_form	01006239
13077033	_derivationally_related_form	00210738
06839083	_hypernym	06828818
06999436	_derivationally_related_form	01686956
05767733	_derivationally_related_form	01635432
05916306	_derivationally_related_form	00930806
00775702	_derivationally_related_form	01471043
00666510	_derivationally_related_form	06650431
00087423	_derivationally_related_form	02216710
06207561	_derivationally_related_form	01778568
08139795	_has_part	08140767
01777817	_derivationally_related_form	09771435
01209953	_derivationally_related_form	05567217
01623880	_hypernym	01621127
01806505	_derivationally_related_form	14407899
00594146	_derivationally_related_form	00892861
04163740	_hypernym	02792049
01121948	_derivationally_related_form	01172784
00940412	_derivationally_related_form	01632411
00267041	_derivationally_related_form	14577469
04691178	_derivationally_related_form	01549905
07120524	_derivationally_related_form	00912473
00352558	_derivationally_related_form	00211110
01979901	_derivationally_related_form	00052500
06351202	_hypernym	06359877
02456031	_derivationally_related_form	10150071
08894456	_has_part	08895928
06534132	_has_part	06728998
02504017	_derivationally_related_form	14427633
07130341	_derivationally_related_form	01044377
00226071	_derivationally_related_form	14835333
00132601	_hypernym	00131090
01001689	_derivationally_related_form	14051494
00567044	_derivationally_related_form	01512259
01048466	_derivationally_related_form	00192836
09466280	_has_part	09239740
02851550	_derivationally_related_form	03931044
07567390	_derivationally_related_form	00236999
08251303	_derivationally_related_form	02919275
07094843	_synset_domain_topic_of	06170025
04910135	_hypernym	04897762
08723006	_has_part	09365443
02402409	_derivationally_related_form	00215683
01843497	_derivationally_related_form	08640531
05354580	_hypernym	05333777
02551602	_derivationally_related_form	11083656
02215001	_derivationally_related_form	10785695
14756039	_hypernym	14989820
01986185	_derivationally_related_form	07362218
05481095	_has_part	05465868
00943187	_synset_domain_topic_of	06063588
04552348	_hypernym	03510583
01613391	_derivationally_related_form	04224155
02435311	_derivationally_related_form	13930385
02609764	_derivationally_related_form	00210518
08511777	_synset_domain_topic_of	06057539
00818553	_derivationally_related_form	09954479
02058994	_derivationally_related_form	00555648
09151516	_instance_hypernym	08524735
01926031	_derivationally_related_form	03870672
05925366	_derivationally_related_form	01021128
02433381	_derivationally_related_form	00200768
01056411	_derivationally_related_form	02680814
03428805	_derivationally_related_form	01330822
02247028	_verb_group	02728570
11527967	_derivationally_related_form	01874568
02218635	_hypernym	02304982
03954731	_hypernym	03489162
07675627	_hypernym	07649854
00809654	_derivationally_related_form	00741685
02182109	_derivationally_related_form	07378234
02281485	_derivationally_related_form	07556637
05070290	_derivationally_related_form	00537339
00285141	_derivationally_related_form	01916960
01261974	_derivationally_related_form	00770437
07348399	_derivationally_related_form	01974062
10640620	_hypernym	10024362
14910165	_hypernym	14732946
03224893	_hypernym	02913152
14180327	_derivationally_related_form	02121188
03137228	_derivationally_related_form	01912159
05638063	_derivationally_related_form	01658762
02710294	_derivationally_related_form	00944924
03962525	_hypernym	04341686
00751944	_derivationally_related_form	00835506
00961736	_derivationally_related_form	06429316
04789274	_derivationally_related_form	02141973
02392600	_derivationally_related_form	00795720
01984317	_derivationally_related_form	00076884
04160036	_derivationally_related_form	01356582
01502762	_derivationally_related_form	09334396
00013172	_derivationally_related_form	00074790
15206296	_hypernym	15154774
05437785	_synset_domain_topic_of	06075527
08406259	_hypernym	08240633
03123553	_hypernym	02822220
10325243	_derivationally_related_form	00475819
05246215	_synset_domain_topic_of	06063588
02743727	_derivationally_related_form	15277730
04850117	_derivationally_related_form	01369663
03965907	_derivationally_related_form	01674717
00389406	_derivationally_related_form	05001867
02780916	_has_part	02799593
03968728	_derivationally_related_form	01487830
01866192	_verb_group	01866610
06295235	_hypernym	06290637
13917214	_hypernym	13915999
04194289	_has_part	03167666
anomaly:	05815517	_hypernym	06043075
06295235	_member_of_domain_usage	03357081
08485830	_hypernym	08077292
02852173	_derivationally_related_form	00424869
00016380	_derivationally_related_form	00858849
14644249	_hypernym	14625458
14854847	_derivationally_related_form	02083087
02754103	_derivationally_related_form	01372682
01237872	_derivationally_related_form	00405236
01524298	_verb_group	01612295
00211396	_derivationally_related_form	14536831
13548531	_derivationally_related_form	00371051
05967773	_hypernym	05943300
10286855	_derivationally_related_form	07889274
00511855	_derivationally_related_form	09439213
13395897	_hypernym	13393762
07637045	_hypernym	07635155
02724533	_hypernym	03740161
01855155	_verb_group	02753255
01389329	_derivationally_related_form	00358089
14685017	_hypernym	14877585
14959234	_hypernym	14866889
03966976	_hypernym	03489162
01951276	_derivationally_related_form	02878222
02718084	_hypernym	03740161
09616573	_hypernym	10631941
14894481	_hypernym	14991927
03941684	_hypernym	03489162
03490884	_hypernym	04359589
00003553	_similar_to	00003356
14601294	_hypernym	14727670
07965085	_hypernym	07950920
10769459	_derivationally_related_form	02268351
01236795	_derivationally_related_form	07389569
01494310	_also_see	01489465
01538469	_derivationally_related_form	04682462
00423971	_derivationally_related_form	07319909
01546768	_verb_group	01546111
14676042	_hypernym	14662574
13305510	_hypernym	13303315
06606808	_hypernym	06601327
00768483	_hypernym	00766234
03825080	_hypernym	03051540
10790192	_hypernym	09974648
02636516	_verb_group	02717102
10722758	_hypernym	10053808
10776052	_hypernym	10677713
08308497	_member_meronym	09953965
08318777	_hypernym	08163273
07123870	_derivationally_related_form	01054186
06520222	_hypernym	06628861
00266798	_derivationally_related_form	09315159
14059663	_derivationally_related_form	00434374
05816790	_derivationally_related_form	00922867
01761120	_derivationally_related_form	01261712
03624966	_hypernym	03816849
05638778	_hypernym	05637558
02385813	_verb_group	01710481
01073241	_derivationally_related_form	02570267
07133701	_hypernym	07109196
01042531	_verb_group	00907930
02309341	_derivationally_related_form	00503164
00167934	_verb_group	00384620
13331634	_hypernym	13331198
02401661	_member_meronym	02403003
05110185	_hypernym	05108947
07973088	_hypernym	08378819
10186350	_derivationally_related_form	00918383
01405044	_hypernym	01511706
10605848	_hypernym	09939313
01367430	_hypernym	01352059
01567275	_hypernym	01494310
01389007	_hypernym	01387786
02400378	_derivationally_related_form	10564224
10341660	_hypernym	00004475
09304750	_hypernym	09366017
13565379	_hypernym	13446390
08626080	_hypernym	08621598
09222051	_hypernym	09285254
00838043	_verb_group	00838524
08969291	_has_part	08970611
05654362	_derivationally_related_form	02163746
01967792	_hypernym	01967373
02618468	_derivationally_related_form	02704949
10691148	_derivationally_related_form	01895757
06720600	_hypernym	06719579
01408929	_derivationally_related_form	02489589
00915605	_derivationally_related_form	07377682
00395333	_hypernym	00391599
08960987	_has_part	08961402
08890097	_has_part	08891595
14585519	_derivationally_related_form	00330144
06398760	_hypernym	06398401
01693324	_derivationally_related_form	04155310
03965907	_hypernym	13907415
00157957	_derivationally_related_form	00137313
00041899	_hypernym	00030358
04931428	_hypernym	04928903
04952242	_derivationally_related_form	00278551
07358576	_derivationally_related_form	00550546
02478059	_hypernym	02477334
07529563	_derivationally_related_form	01823370
09433442	_synset_domain_topic_of	09411430
02243461	_synset_domain_topic_of	01090446
02485631	_derivationally_related_form	03491724
10334782	_hypernym	09998101
00637259	_derivationally_related_form	02938886
13505987	_hypernym	13440063
00643473	_derivationally_related_form	02708711
06746580	_hypernym	06722453
05799212	_derivationally_related_form	02531625
01864707	_hypernym	08108972
10240921	_hypernym	10776339
01803380	_hypernym	01803003
14456138	_hypernym	13920835
01854132	_verb_group	01995211
04801763	_derivationally_related_form	00418110
09861946	_hypernym	09632518
01180206	_derivationally_related_form	07800091
02727039	_derivationally_related_form	08000304
01506157	_derivationally_related_form	00103834
04861486	_hypernym	04616059
01734502	_derivationally_related_form	05860200
02000547	_hypernym	01999798
10982450	_instance_hypernym	10084635
07537259	_hypernym	07521674
02656763	_derivationally_related_form	04105893
02083615	_derivationally_related_form	10557854
anomaly:	10826717	_instance_hypernym	10599806
00745078	_hypernym	00978549
03385117	_derivationally_related_form	01659248
01901447	_derivationally_related_form	02439568
03541696	_derivationally_related_form	02652494
00866606	_hypernym	00863513
02472293	_hypernym	02471762
08463817	_hypernym	08398773
00383542	_hypernym	00126264
00828237	_derivationally_related_form	00047945
10506220	_hypernym	10412055
12321077	_hypernym	13110915
00625699	_hypernym	00624738
09945319	_hypernym	10618848
00338071	_hypernym	00334186
00337404	_derivationally_related_form	04756887
02238887	_hypernym	02236896
01539487	_hypernym	01539063
07406765	_hypernym	07405893
03257343	_derivationally_related_form	01735308
01158690	_derivationally_related_form	00468236
12802987	_hypernym	11585340
07202579	_derivationally_related_form	00971650
10298912	_derivationally_related_form	00589769
13232515	_hypernym	11592146
10388924	_synset_domain_topic_of	08441203
00837133	_hypernym	00894738
00348008	_derivationally_related_form	01924882
10694849	_hypernym	09991867
00164201	_hypernym	01631072
09877587	_hypernym	10633450
05933246	_derivationally_related_form	02150948
08210670	_hypernym	08209687
13000372	_member_meronym	13000668
00764222	_hypernym	00797697
08586825	_hypernym	08647945
02356704	_hypernym	02327200
00036178	_hypernym	00035758
12090318	_hypernym	11562747
01938155	_hypernym	01921559
00875394	_hypernym	01010118
00715868	_hypernym	00697589
06449735	_has_part	06440663
07386920	_hypernym	07371293
02553196	_member_meronym	02612393
01772782	_hypernym	01759182
11648617	_hypernym	11554175
08076578	_hypernym	08061042
00625393	_derivationally_related_form	00019613
10812550	_instance_hypernym	09987239
12437513	_hypernym	12205694
11664929	_hypernym	08103777
00033020	_derivationally_related_form	00760402
02851099	_derivationally_related_form	01130169
02416751	_derivationally_related_form	09935793
02023341	_hypernym	02022684
00598954	_derivationally_related_form	05808218
01817424	_member_meronym	01822164
07190941	_derivationally_related_form	02321046
01484850	_hypernym	01483522
01420304	_synset_domain_topic_of	00523513
02657219	_derivationally_related_form	04713428
06717170	_derivationally_related_form	00845909
06605046	_hypernym	07151380
07157273	_member_of_domain_usage	00993787
01854700	_hypernym	01854415
00696518	_derivationally_related_form	04641153
11195619	_instance_hypernym	10301261
04020298	_hypernym	03700963
07250727	_hypernym	07250339
08652970	_hypernym	08497294
13471681	_hypernym	13518963
07073208	_derivationally_related_form	00933403
06741728	_hypernym	06741305
10712229	_derivationally_related_form	01473346
05826469	_hypernym	05823932
08647616	_derivationally_related_form	02333979
04519887	_hypernym	02950632
01817424	_hypernym	01504437
01668421	_derivationally_related_form	09812068
00911572	_derivationally_related_form	02335629
02669789	_derivationally_related_form	05112609
10341660	_derivationally_related_form	00119873
12862648	_hypernym	11579418
00142191	_hypernym	00126264
02394068	_derivationally_related_form	02643673
02064000	_hypernym	02063224
01771624	_hypernym	01762525
04660536	_hypernym	04616059
12946578	_hypernym	11585340
04815321	_derivationally_related_form	00851103
00242146	_synset_domain_topic_of	00470966
01566888	_hypernym	01504437
00014201	_derivationally_related_form	00348801
07020538	_hypernym	02743547
08038379	_instance_hypernym	08392137
00329031	_derivationally_related_form	01888295
01578821	_member_meronym	01579578
01501113	_derivationally_related_form	05718556
07231294	_derivationally_related_form	00868591
02987454	_derivationally_related_form	10341660
00332445	_derivationally_related_form	14997012
00475819	_derivationally_related_form	10325243
10714465	_derivationally_related_form	01918803
02192383	_hypernym	02191766
08050678	_member_meronym	08119821
04686388	_derivationally_related_form	01806505
12871992	_hypernym	11744583
01321895	_derivationally_related_form	10058155
06097775	_derivationally_related_form	09819291
00058794	_hypernym	00056930
13148384	_hypernym	13100677
02274299	_hypernym	02207206
11603630	_hypernym	11554175
00004032	_hypernym	00001740
03868044	_hypernym	04511002
00437125	_derivationally_related_form	04751305
10736394	_derivationally_related_form	02562585
02296726	_derivationally_related_form	07185076
01654271	_derivationally_related_form	00752298
01152670	_hypernym	02604760
08806897	_member_of_domain_region	01027662
07251984	_hypernym	06691442
00930806	_derivationally_related_form	07246582
02460684	_hypernym	01864707
00060477	_derivationally_related_form	06329313
01323449	_derivationally_related_form	00829107
03903424	_derivationally_related_form	01225461
07713395	_hypernym	07707451
00937656	_derivationally_related_form	01256600
04606358	_derivationally_related_form	01566185
08723006	_member_of_domain_region	00710155
08172103	_member_meronym	08762495
01556671	_member_meronym	01561318
02301072	_member_meronym	02304229
00308534	_derivationally_related_form	14640434
03430091	_synset_domain_topic_of	06043075
12838027	_member_meronym	12859488
